Subject Name,Subject Code,URL,Level,Credit Points,Offering Info
Landscape Ecology,FRST90015,https://handbook.unimelb.edu.au/2024/subjects/frst90015,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), 2024"
Clinical Ultrasound - Core Concepts,MEDI90129,https://handbook.unimelb.edu.au/2024/subjects/medi90129,Graduate coursework,6.25 credit points,"Offered Semester 1, Semester 2, 2024"
BioSciences Minor Research Project Part2,BIOL90031,https://handbook.unimelb.edu.au/2024/subjects/biol90031,Graduate coursework,25 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Veterinary Professional Practice 2,VETS90139,https://handbook.unimelb.edu.au/2024/subjects/vets90139,Graduate coursework,6.25 credit points,"Offered Semester 2, 2024"
Software Design and Architecture,SWEN90007,https://handbook.unimelb.edu.au/2024/subjects/swen90007,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Advanced Control Systems,ELEN90064,https://handbook.unimelb.edu.au/2024/subjects/elen90064,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Researching Politics and Policy,ARTS90014,https://handbook.unimelb.edu.au/2024/subjects/arts90014,Graduate coursework,6.25 credit points,"Offered Semester 1 (Extended), 2024"
The Nature of Governing,PADM90005,https://handbook.unimelb.edu.au/2024/subjects/padm90005,Graduate coursework,12.5 credit points,Not offered in 2024
Power System Analysis,ELEN90060,https://handbook.unimelb.edu.au/2024/subjects/elen90060,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Medieval and Early Modern French,FREN40003,https://handbook.unimelb.edu.au/2024/subjects/fren40003,Honours,12.5 credit points,Not offered in 2024
Methods in Artistic Research,CREA90001,https://handbook.unimelb.edu.au/2024/subjects/crea90001,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Music Internship,MUSI40091,https://handbook.unimelb.edu.au/2024/subjects/musi40091,Honours,12.5 credit points,"Offered Semester 2, 2024"
Auditing and Assurance Services,ACCT90014,https://handbook.unimelb.edu.au/2024/subjects/acct90014,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
"Film, Art and Exhibition",SCRN40006,https://handbook.unimelb.edu.au/2024/subjects/scrn40006,Honours,12.5 credit points,Not offered in 2024
Special Reading Topics in Economics,ECON90052,https://handbook.unimelb.edu.au/2024/subjects/econ90052,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Computational Behavioural Science,PSYC30023,https://handbook.unimelb.edu.au/2024/subjects/psyc30023,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Minor Thesis (Radiology) Part 2,RADI90016,https://handbook.unimelb.edu.au/2024/subjects/radi90016,Graduate coursework,17 credit points,"Offered Semester 2, 2024"
Grammar in Use,LING90016,https://handbook.unimelb.edu.au/2024/subjects/ling90016,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Power Electronics,ELEN90075,https://handbook.unimelb.edu.au/2024/subjects/elen90075,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Water Planning & an Uncertain Future,ENEN90040,https://handbook.unimelb.edu.au/2024/subjects/enen90040,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Veterinary Bioscience: Digestive System,VETS30016,https://handbook.unimelb.edu.au/2024/subjects/vets30016,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Introduction to European Critical Theory,EURO40001,https://handbook.unimelb.edu.au/2024/subjects/euro40001,Honours,12.5 credit points,"Offered Semester 2, 2024"
BioSciences Minor Research Project Part1,BIOL90029,https://handbook.unimelb.edu.au/2024/subjects/biol90029,Graduate coursework,25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Chemical Engineering Minor Research Proj,CHEN90026,https://handbook.unimelb.edu.au/2024/subjects/chen90026,Graduate coursework,12.5 credit points,"Offered Summer Term, Semester 1, Semester 2, 2024"
Animal Production Systems 1,VETS30031,https://handbook.unimelb.edu.au/2024/subjects/vets30031,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Data and Decision Making,MAST90072,https://handbook.unimelb.edu.au/2024/subjects/mast90072,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Derivative Securities,FNCE90011,https://handbook.unimelb.edu.au/2024/subjects/fnce90011,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Sociology Thesis Part 2,SOCI40007,https://handbook.unimelb.edu.au/2024/subjects/soci40007,Honours,25 credit points,"Offered Semester 2, 2024"
Innovation Practice,ENGM90017,https://handbook.unimelb.edu.au/2024/subjects/engm90017,Graduate coursework,25 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Marketing,BUSA90244,https://handbook.unimelb.edu.au/2024/subjects/busa90244,Graduate coursework,12.5 credit points,"Offered September, 2024"
Research Project in Comp Biol Pt2(cont.),SCIE90030,https://handbook.unimelb.edu.au/2024/subjects/scie90030,Graduate coursework,25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Foundations of Dental Practice,DENT90113,https://handbook.unimelb.edu.au/2024/subjects/dent90113,Graduate coursework,37.5 credit points,"Offered Year Long (Extended), 2024"
Music Psychology,MUSI40075,https://handbook.unimelb.edu.au/2024/subjects/musi40075,Honours,12.5 credit points,"Offered Semester 1, 2024"
China and the Environment,ASIA90016,https://handbook.unimelb.edu.au/2024/subjects/asia90016,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Tradition in Modern China,CHIN30029,https://handbook.unimelb.edu.au/2024/subjects/chin30029,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Life Insurance Models 2,ACTL90007,https://handbook.unimelb.edu.au/2024/subjects/actl90007,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Healthcare Environment Evaluation,POPH90299,https://handbook.unimelb.edu.au/2024/subjects/poph90299,Graduate coursework,12.5 credit points,"Offered October, 2024"
Bioinformatics Research Project Pt 2,BINF90009,https://handbook.unimelb.edu.au/2024/subjects/binf90009,Graduate coursework,12.5 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
"Prototypes, Field & Clinical Trials",BTCH90011,https://handbook.unimelb.edu.au/2024/subjects/btch90011,Graduate coursework,12.5 credit points,Not offered in 2024
Advanced Linguistics Analysis B,ARTS90041,https://handbook.unimelb.edu.au/2024/subjects/arts90041,Graduate coursework,6.25 credit points,"Offered Semester 1, Semester 2, 2024"
Healthcare in Context 1,PHTY90093,https://handbook.unimelb.edu.au/2024/subjects/phty90093,Graduate coursework,12.5 credit points,"Offered Semester 1 (Extended), July, 2024"
Collaboration and the Unforeseen,CWRI40018,https://handbook.unimelb.edu.au/2024/subjects/cwri40018,Honours,12.5 credit points,"Offered Semester 1, 2024"
Producing Methodologies,FLTV90033,https://handbook.unimelb.edu.au/2024/subjects/fltv90033,Graduate coursework,12.5 credit points,Not offered in 2024
Cinematic Writing,FLTV70042,https://handbook.unimelb.edu.au/2024/subjects/fltv70042,Graduate coursework Level 7,18.75 credit points,"Offered Semester 1, 2024"
Research Project B (VisionSci) Part 2,OPTO90035,https://handbook.unimelb.edu.au/2024/subjects/opto90035,Graduate coursework,50 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Second Language Acquisition,LING90012,https://handbook.unimelb.edu.au/2024/subjects/ling90012,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Computational Behavioural Science,PSYC30023,https://handbook.unimelb.edu.au/2024/subjects/psyc30023,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Minor Thesis (Radiology) Part 2,RADI90016,https://handbook.unimelb.edu.au/2024/subjects/radi90016,Graduate coursework,17 credit points,"Offered Semester 2, 2024"
Core Skills in Opera 2,MUSI90233,https://handbook.unimelb.edu.au/2024/subjects/musi90233,Graduate coursework,18.75 credit points,"Offered Semester 2, 2024"
Earth Sciences Research Project Pt3,ERTH90044,https://handbook.unimelb.edu.au/2024/subjects/erth90044,Graduate coursework,25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
BioSciences Research Project Part 3,BIOL90015,https://handbook.unimelb.edu.au/2024/subjects/biol90015,Graduate coursework,50 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Geography Research Project,GEOG90015,https://handbook.unimelb.edu.au/2024/subjects/geog90015,Graduate coursework,25 credit points,"Offered Semester 1, Semester 2, 2024"
Extreme Loading & Structural Resilience,CVEN90026,https://handbook.unimelb.edu.au/2024/subjects/cven90026,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Research Project,ECOM90021,https://handbook.unimelb.edu.au/2024/subjects/ecom90021,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Condensed Matter Physics 4,PHYC90013,https://handbook.unimelb.edu.au/2024/subjects/phyc90013,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Virtual Worlds in Japanese Art,AHIS30024,https://handbook.unimelb.edu.au/2024/subjects/ahis30024,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Advanced Elements of Analytics,MAST90134,https://handbook.unimelb.edu.au/2024/subjects/mast90134,Graduate coursework,12.5 credit points,Not offered in 2024
Composition 2,MUSI10232,https://handbook.unimelb.edu.au/2024/subjects/musi10232,Undergraduate Level 1,12.5 credit points,"Offered Semester 2, 2024"
"Science, Controversy and Public Policy",HPSC90013,https://handbook.unimelb.edu.au/2024/subjects/hpsc90013,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Food Science Research Project Part 1,FOOD40001,https://handbook.unimelb.edu.au/2024/subjects/food40001,Honours,25 credit points,"Offered Semester 1 (Extended), 2024"
Geotechnical Engineering,CVEN90050,https://handbook.unimelb.edu.au/2024/subjects/cven90050,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Contemporary China,ASIA90017,https://handbook.unimelb.edu.au/2024/subjects/asia90017,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Econometrics 3,ECOM40006,https://handbook.unimelb.edu.au/2024/subjects/ecom40006,Honours,12.5 credit points,"Offered Semester 1, 2024"
Production Animal Health,ANSC30006,https://handbook.unimelb.edu.au/2024/subjects/ansc30006,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Producer as Creative Entrepreneur,FLTV90032,https://handbook.unimelb.edu.au/2024/subjects/fltv90032,Graduate coursework,12.5 credit points,Not offered in 2024
Vascular Ultrasound - Practical,MEDI90145,https://handbook.unimelb.edu.au/2024/subjects/medi90145,Graduate coursework,6.25 credit points,Not offered in 2024
Animal Disease Biotechnology 1,ANSC30001,https://handbook.unimelb.edu.au/2024/subjects/ansc30001,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Horses A,VETS90144,https://handbook.unimelb.edu.au/2024/subjects/vets90144,Graduate coursework,6.25 credit points,"Offered Semester 1 (Early-Start), 2024"
Speech Pathology Practice 2,AUDI90033,https://handbook.unimelb.edu.au/2024/subjects/audi90033,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), 2024"
Biomedicine Research Project Part 2,MEDI40015,https://handbook.unimelb.edu.au/2024/subjects/medi40015,Honours,50 credit points,"Offered Semester 2, 2024"
Advanced Clinical Trial Design,CLRS90028,https://handbook.unimelb.edu.au/2024/subjects/clrs90028,Graduate coursework,25 credit points,"Offered April, 2024"
Performance Skills 3,DRAM30028,https://handbook.unimelb.edu.au/2024/subjects/dram30028,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Pharmacology for Physiotherapy A,PHRM90023,https://handbook.unimelb.edu.au/2024/subjects/phrm90023,Graduate coursework,6.25 credit points,"Offered Semester 1, 2024"
Advanced Clinical Practice 2,DENT90036,https://handbook.unimelb.edu.au/2024/subjects/dent90036,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Project In Geoscience,GEOL90024,https://handbook.unimelb.edu.au/2024/subjects/geol90024,Graduate coursework,25 credit points,"Offered Semester 1, Semester 2, 2024"
Advanced Psychological Practice 1,PSYC90017,https://handbook.unimelb.edu.au/2024/subjects/psyc90017,Graduate coursework,6.25 credit points,"Offered Semester 2, 2024"
Construction Cost Planning,ABPL90413,https://handbook.unimelb.edu.au/2024/subjects/abpl90413,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Nursing Assessment & Care,NURS90130,https://handbook.unimelb.edu.au/2024/subjects/nurs90130,Graduate coursework,25 credit points,"Offered Semester 1, 2024"
Paediatric Ultrasound,MEDI90120,https://handbook.unimelb.edu.au/2024/subjects/medi90120,Graduate coursework,6.25 credit points,Not offered in 2024
Japanese Thesis Part 1,JAPN40008,https://handbook.unimelb.edu.au/2024/subjects/japn40008,Honours,25 credit points,"Offered Semester 1, Semester 2, 2024"
Research Project B (MMS) Part 2,BMSC90030,https://handbook.unimelb.edu.au/2024/subjects/bmsc90030,Graduate coursework,50 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Science Research Project (Advanced),SCIE40002,https://handbook.unimelb.edu.au/2024/subjects/scie40002,Honours,25 credit points,"Offered Semester 1, 2024"
Production Animal Health,ANSC30006,https://handbook.unimelb.edu.au/2024/subjects/ansc30006,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Producer as Creative Entrepreneur,FLTV90032,https://handbook.unimelb.edu.au/2024/subjects/fltv90032,Graduate coursework,12.5 credit points,Not offered in 2024
Honours Chinese A,CHIN90001,https://handbook.unimelb.edu.au/2024/subjects/chin90001,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Social Media and Change,MECM90019,https://handbook.unimelb.edu.au/2024/subjects/mecm90019,Graduate coursework,12.5 credit points,Not offered in 2024
Models of Psychological Processes,PSYC40012,https://handbook.unimelb.edu.au/2024/subjects/psyc40012,Honours,12.5 credit points,"Offered Semester 2, 2024"
Environmental Analysis Tools,ENEN90032,https://handbook.unimelb.edu.au/2024/subjects/enen90032,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Computational Economics,ECON90055,https://handbook.unimelb.edu.au/2024/subjects/econ90055,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Music Theatre Combination Skills 2,MUST20014,https://handbook.unimelb.edu.au/2024/subjects/must20014,Undergraduate Level 2,12.5 credit points,"Offered Semester 2 (Early-Start), 2024"
Biomedical Eng Summer Research Project,BMEN90041,https://handbook.unimelb.edu.au/2024/subjects/bmen90041,Graduate coursework,12.5 credit points,"Offered Summer Term, 2024"
Property Markets and Valuations,ABPL90274,https://handbook.unimelb.edu.au/2024/subjects/abpl90274,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Integrating Digital Infrastructure,GEOM30014,https://handbook.unimelb.edu.au/2024/subjects/geom30014,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Materials Modelling and Characterisation,MCEN90062,https://handbook.unimelb.edu.au/2024/subjects/mcen90062,Graduate coursework,12.5 credit points,Not offered in 2024
Analysis of Emerging Market Firms,ACCT90005,https://handbook.unimelb.edu.au/2024/subjects/acct90005,Graduate coursework,12.5 credit points,Not offered in 2024
Advanced Microeconomics,ECON40001,https://handbook.unimelb.edu.au/2024/subjects/econ40001,Honours,12.5 credit points,"Offered Semester 1, 2024"
Horses B,VETS90149,https://handbook.unimelb.edu.au/2024/subjects/vets90149,Graduate coursework,6.25 credit points,"Offered Semester 2 (Early-Start), 2024"
Word as Image in Space and Time,GDES30006,https://handbook.unimelb.edu.au/2024/subjects/gdes30006,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Honours Research Methods,ACCT40004,https://handbook.unimelb.edu.au/2024/subjects/acct40004,Honours,12.5 credit points,"Offered Year Long, 2024"
Clinical Path Research Project Part 1,PATH40008,https://handbook.unimelb.edu.au/2024/subjects/path40008,Honours,37.5 credit points,"Offered Semester 2, 2024"
Nursing and Junior Doctor Ultrasound,MEDI90119,https://handbook.unimelb.edu.au/2024/subjects/medi90119,Graduate coursework,6.25 credit points,Not offered in 2024
Biotechnology Research Project Part 2,SCIE90029,https://handbook.unimelb.edu.au/2024/subjects/scie90029,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), 2024"
BioSciences Minor Research Project Part2,BIOL90030,https://handbook.unimelb.edu.au/2024/subjects/biol90030,Graduate coursework,37.5 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Digital Transformation of Health,ISYS90069,https://handbook.unimelb.edu.au/2024/subjects/isys90069,Graduate coursework,12.5 credit points,"Offered Semester 1, July, 2024"
Strategic Management,BUSA90025,https://handbook.unimelb.edu.au/2024/subjects/busa90025,Graduate coursework,12.5 credit points,Not offered in 2024
Student Conference 4,MEDS90024,https://handbook.unimelb.edu.au/2024/subjects/meds90024,Graduate coursework,6.25 credit points,"Offered June, 2024"
Industry Practice Part 1,DPSS90010,https://handbook.unimelb.edu.au/2024/subjects/dpss90010,Graduate coursework,25 credit points,"Offered Semester 1 (Extended), 2024"
Research Project 2,DENT90034,https://handbook.unimelb.edu.au/2024/subjects/dent90034,Graduate coursework,6.25 credit points,"Offered Semester 2, 2024"
Measured Drawings & Digital Heritage,ABPL90020,https://handbook.unimelb.edu.au/2024/subjects/abpl90020,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Writing for Performance 3 (Portfolio),THTR90021,https://handbook.unimelb.edu.au/2024/subjects/thtr90021,Graduate coursework,37.5 credit points,"Offered Semester 2, 2024"
Current Advances in Molecular Science,BCMB30012,https://handbook.unimelb.edu.au/2024/subjects/bcmb30012,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Laboratory and Computational Physics 2,PHYC20013,https://handbook.unimelb.edu.au/2024/subjects/phyc20013,Undergraduate Level 2,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Professional Practice Theatre 1,DRAM30035,https://handbook.unimelb.edu.au/2024/subjects/dram30035,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Research Project - SVHM Part 2,MEDI40013,https://handbook.unimelb.edu.au/2024/subjects/medi40013,Honours,50 credit points,"Offered Semester 2, 2024"
Honours Chinese A,CHIN90001,https://handbook.unimelb.edu.au/2024/subjects/chin90001,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Social Media and Change,MECM90019,https://handbook.unimelb.edu.au/2024/subjects/mecm90019,Graduate coursework,12.5 credit points,Not offered in 2024
Models of Psychological Processes,PSYC40012,https://handbook.unimelb.edu.au/2024/subjects/psyc40012,Honours,12.5 credit points,"Offered Semester 2, 2024"
Computational Economics,ECON90055,https://handbook.unimelb.edu.au/2024/subjects/econ90055,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Materials Modelling and Characterisation,MCEN90062,https://handbook.unimelb.edu.au/2024/subjects/mcen90062,Graduate coursework,12.5 credit points,Not offered in 2024
Analysis of Emerging Market Firms,ACCT90005,https://handbook.unimelb.edu.au/2024/subjects/acct90005,Graduate coursework,12.5 credit points,Not offered in 2024
Music Theatre Major Project,MUST40001,https://handbook.unimelb.edu.au/2024/subjects/must40001,Honours,75 credit points,"Offered Year Long, 2024"
Interdisciplinary Industry Project 2,ARTS90027,https://handbook.unimelb.edu.au/2024/subjects/arts90027,Graduate coursework,25 credit points,"Offered Semester 2, 2024"
Biotechnology Impacts in Society,BTCH90010,https://handbook.unimelb.edu.au/2024/subjects/btch90010,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Geography Research Project Part 2,GEOG90040,https://handbook.unimelb.edu.au/2024/subjects/geog90040,Graduate coursework,12.5 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Paediatrics Research Project Part 2,PAED40005,https://handbook.unimelb.edu.au/2024/subjects/paed40005,Honours,43.75 credit points,"Offered Semester 1, Semester 2, 2024"
Capstone Project A,MCEN90036,https://handbook.unimelb.edu.au/2024/subjects/mcen90036,Graduate coursework,25 credit points,"Offered Semester 1, Semester 2, 2024"
Engineering Hydrology,ENEN90038,https://handbook.unimelb.edu.au/2024/subjects/enen90038,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Theatre Practice 3,DRAM30033,https://handbook.unimelb.edu.au/2024/subjects/dram30033,Undergraduate Level 3,25 credit points,"Offered Semester 1, 2024"
Dogs and Cats A,VETS90142,https://handbook.unimelb.edu.au/2024/subjects/vets90142,Graduate coursework,12.5 credit points,"Offered Semester 1 (Early-Start), 2024"
Principles of Medicine & Surgery 2 PtA,VETS90054,https://handbook.unimelb.edu.au/2024/subjects/vets90054,Graduate coursework,6.25 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Electrical Power Systems,ELEN90069,https://handbook.unimelb.edu.au/2024/subjects/elen90069,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Directed Studies,ELEN90011,https://handbook.unimelb.edu.au/2024/subjects/elen90011,Graduate coursework,12.5 credit points,"Offered Summer Term, Semester 1, Semester 2, 2024"
Research Project (SBS),BIOM90015,https://handbook.unimelb.edu.au/2024/subjects/biom90015,Graduate coursework,37.5 credit points,"Offered Semester 1, Semester 2, 2024"
Advanced Clinical Skills 2 Part A,VETS90048,https://handbook.unimelb.edu.au/2024/subjects/vets90048,Graduate coursework,18.75 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Animal Production Systems: Extensive,VETS90123,https://handbook.unimelb.edu.au/2024/subjects/vets90123,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
International Relations Thesis Part 1,POLS90054,https://handbook.unimelb.edu.au/2024/subjects/pols90054,Graduate coursework,18.75 credit points,"Offered Semester 1, Semester 2, 2024"
AA Visiting School Graduate,ABPL90386,https://handbook.unimelb.edu.au/2024/subjects/abpl90386,Graduate coursework,12.5 credit points,"Offered Winter Term, 2024"
Data Analytics in Insurance 1,ACTL90023,https://handbook.unimelb.edu.au/2024/subjects/actl90023,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Advanced Clinical Skills 1 Part B,VETS90047,https://handbook.unimelb.edu.au/2024/subjects/vets90047,Graduate coursework,18.75 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Advanced Clinical Skills 3 Part A,VETS90050,https://handbook.unimelb.edu.au/2024/subjects/vets90050,Graduate coursework,18.75 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
International Relations Thesis Part 1,ASIA90012,https://handbook.unimelb.edu.au/2024/subjects/asia90012,Graduate coursework,18.75 credit points,"Offered Semester 1, Semester 2, 2024"
Radiation Protection,ENGR90047,https://handbook.unimelb.edu.au/2024/subjects/engr90047,Graduate coursework,12.5 credit points,Not offered in 2024
Veterinary Bioscience: Cells to Systems,VETS30029,https://handbook.unimelb.edu.au/2024/subjects/vets30029,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Global Population Ageing,POPH90264,https://handbook.unimelb.edu.au/2024/subjects/poph90264,Graduate coursework,12.5 credit points,Not offered in 2024
Research Project (MMS),BIOM90016,https://handbook.unimelb.edu.au/2024/subjects/biom90016,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
General Relativity,PHYC90012,https://handbook.unimelb.edu.au/2024/subjects/phyc90012,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Professional Practice Theatre 2,DRAM30038,https://handbook.unimelb.edu.au/2024/subjects/dram30038,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Chemical Engineering Minor Research Proj,CHEN90026,https://handbook.unimelb.edu.au/2024/subjects/chen90026,Graduate coursework,12.5 credit points,"Offered Summer Term, Semester 1, Semester 2, 2024"
Animal Production Systems 1,VETS30031,https://handbook.unimelb.edu.au/2024/subjects/vets30031,Undergraduate Level 3,12.5 credit points,"Offered Semester 1, 2024"
Data and Decision Making,MAST90072,https://handbook.unimelb.edu.au/2024/subjects/mast90072,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Derivative Securities,FNCE90011,https://handbook.unimelb.edu.au/2024/subjects/fnce90011,Graduate coursework,12.5 credit points,"Offered Semester 1, Semester 2, 2024"
Sociology Thesis Part 2,SOCI40007,https://handbook.unimelb.edu.au/2024/subjects/soci40007,Honours,25 credit points,"Offered Semester 2, 2024"
Physiology: Adapting to Challenges,PHYS30012,https://handbook.unimelb.edu.au/2024/subjects/phys30012,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Planning Theory and History,ABPL90134,https://handbook.unimelb.edu.au/2024/subjects/abpl90134,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
BioSciences Research Project Part 2,BIOL90008,https://handbook.unimelb.edu.au/2024/subjects/biol90008,Graduate coursework,12.5 credit points,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024"
Clinical Path Research Project Part 2,PATH40007,https://handbook.unimelb.edu.au/2024/subjects/path40007,Honours,50 credit points,"Offered Semester 2, 2024"
Graduate Research Internship,AGRI90095,https://handbook.unimelb.edu.au/2024/subjects/agri90095,Graduate coursework,12.5 credit points,"Offered Semester 1 (Extended), June, Semester 2 (Extended), 2024"
Research Project,PHYC90022,https://handbook.unimelb.edu.au/2024/subjects/phyc90022,Graduate coursework,37.5 credit points,"Offered Semester 1, Semester 2, 2024"
BioSciences Research Project Part 4,BIOL90017,https://handbook.unimelb.edu.au/2024/subjects/biol90017,Graduate coursework,25 credit points,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024"
Foundations of Digital Government,PADM20001,https://handbook.unimelb.edu.au/2024/subjects/padm20001,Undergraduate Level 2,12.5 credit points,Not offered in 2024
Biotechnology Impacts in Society,BTCH90010,https://handbook.unimelb.edu.au/2024/subjects/btch90010,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Food Science Research Project Part 2,FOOD40002,https://handbook.unimelb.edu.au/2024/subjects/food40002,Honours,50 credit points,"Offered Semester 2 (Early-Start), 2024"
Research Project,ECOM90021,https://handbook.unimelb.edu.au/2024/subjects/ecom90021,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Condensed Matter Physics 4,PHYC90013,https://handbook.unimelb.edu.au/2024/subjects/phyc90013,Graduate coursework,12.5 credit points,"Offered Semester 2, 2024"
Virtual Worlds in Japanese Art,AHIS30024,https://handbook.unimelb.edu.au/2024/subjects/ahis30024,Undergraduate Level 3,12.5 credit points,"Offered Semester 2, 2024"
Advanced Elements of Analytics,MAST90134,https://handbook.unimelb.edu.au/2024/subjects/mast90134,Graduate coursework,12.5 credit points,Not offered in 2024
Composition 2,MUSI10232,https://handbook.unimelb.edu.au/2024/subjects/musi10232,Undergraduate Level 1,12.5 credit points,"Offered Semester 2, 2024"
"Science, Controversy and Public Policy",HPSC90013,https://handbook.unimelb.edu.au/2024/subjects/hpsc90013,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Food Science Research Project Part 1,FOOD40001,https://handbook.unimelb.edu.au/2024/subjects/food40001,Honours,25 credit points,"Offered Semester 1 (Extended), 2024"
Geotechnical Engineering,CVEN90050,https://handbook.unimelb.edu.au/2024/subjects/cven90050,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Contemporary China,ASIA90017,https://handbook.unimelb.edu.au/2024/subjects/asia90017,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Econometrics 3,ECOM40006,https://handbook.unimelb.edu.au/2024/subjects/ecom40006,Honours,12.5 credit points,"Offered Semester 1, 2024"
Design - Philosophy - Architecture,ABPL90421,https://handbook.unimelb.edu.au/2024/subjects/abpl90421,Graduate coursework,12.5 credit points,"Offered Semester 1, 2024"
Individual and Cultural Diversity,PSYC90009,https://handbook.unimelb.edu.au/2024/subjects/psyc90009,Graduate coursework,6.25 credit points,"Offered Semester 2, 2024"
